Year,"Agriculture, Fishing and Forestry",Consumable Product,Defence and Security,Direct Industrial product,Energy sources,"Engineering, Machinery and Equipment","Health, Finance and Education",Housing and Entertainment Services,Mining Product and Activities,Other industry and services,Technology and Communication Activities,Transport,Waste,Fossil CO2 Emissions (tons)
1995-01-27,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-01-28,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-01-29,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-01-30,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-01-31,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-01,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-02,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-03,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-04,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-05,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-06,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-07,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-08,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-09,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-10,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-11,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-12,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-13,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-14,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-15,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-16,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-17,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-18,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-19,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-20,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-21,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-22,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-23,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-24,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-25,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-26,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-27,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-02-28,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-01,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-02,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-03,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-04,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-05,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-06,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-07,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-08,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-09,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-10,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-11,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-12,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-13,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-14,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-15,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-16,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-17,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-18,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-19,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-20,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-21,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-22,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-23,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-24,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-25,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-26,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-27,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-28,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-29,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-30,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-03-31,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-01,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-02,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-03,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-04,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-05,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-06,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-07,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-08,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-09,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-10,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-11,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-12,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-13,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-14,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-15,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-16,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-17,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-18,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-19,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-20,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-21,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-22,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-23,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-24,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-25,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
1995-04-26,359.6493893193586,376.59448677833586,153.5509462524899,1197.997725678448,6250.669629973081,464.3055448435636,146.84662188864814,140.60658062905355,618.4997478880118,246.79668098945706,182.34037174985858,852.6061434025631,323.266921158101,23619144000.0
